"studentid","div","std","schoolid","divid","serial","bom","balsakhi","pre_verb","post_verb","pre_math","post_math","male","attrit","bal","numstud","rank","bigschool","pre_tot","post_tot","mid_verb","mid_math","cal","both","mid_tot","balt","vad","vadmid","vadpostmid","rank20","bot_pre_tot","bal_bot_pre_tot","balsakhi_bot_pre_tot","balt_bot_pre_tot","rank20_bot_pre_tot","bal_rank","bal_rank20","bal_numstud","bal_pre_tot","balt_rank","balt_numstud","balt_pre_tot","bal_bigschool","balt_bigschool","balsakhi_bigschool","bal_bigschool_rank20","balt_bigschool_rank20","bal_bigschool_balsakhi","balt_bigschool_balsakhi","bigschool_rank20","schoolvar","bal_schoolvar","balt_schoolvar","balsakhi_schoolvar","bal_schoolvar_rank20","balt_schoolvar_rank20","bal_schoolvar_balsakhi","balt_schoolvar_balsakhi","schoolvar_rank20"
2667,"A",3,128,31280,NA,0,1,7,20,1,22,1,0,1,31,4,0,-0.655966,1.4074553,14,19,0,0,0.8612556,1,2.0634212,1.5172216,0.54619974,1,-0.3312806,-0.3312806,-0.3312806,-0.3312806,-0.3312806,4,1,31,-0.655966,4,31,-0.655966,0,0,0,0,0,0,0,0,0.7059211,0.7059211,0.7059211,0.7059211,0.7059211,0.7059211,0.7059211,0.7059211,0.7059211
2663,"A",3,128,31280,NA,0,0,10,14,23,22,1,0,1,31,24,0,0.8612556,1.0433222,21,21,0,0,1.4074553,1,0.18206662,0.54619974,-0.36413312,0,-0.3312806,-0.3312806,0,-0.3312806,0,24,0,31,0.8612556,24,31,0.8612556,0,0,0,0,0,0,0,0,0.7059211,0.7059211,0.7059211,0,0,0,0,0,0
9851,"A",4,128,41280,NA,0,0,11,14,5,11,1,0,0,32,9,0,-0.75736666,-0.31545687,8,6,0,0,-0.8555689,0,0.4419098,-0.09820223,0.540112,1,-0.6763499,0,0,0,-0.6763499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4307145,0,0,0,0,0,0,0,1.4307145
2659,"A",3,128,31280,NA,0,1,10,23,6,11,1,0,1,31,13.5,0,-0.17045508,0.92194444,25,26,0,0,1.9536551,1,1.0923995,2.1241102,-1.0317106,1,-0.3312806,-0.3312806,-0.3312806,-0.3312806,-0.3312806,13.5,1,31,-0.17045508,13.5,31,-0.17045508,0,0,0,0,0,0,0,0,0.7059211,0.7059211,0.7059211,0.7059211,0.7059211,0.7059211,0.7059211,0.7059211,0.7059211
9853,"A",4,128,41280,NA,0,0,12,9,2,0,1,0,0,32,8,0,-0.8555689,-1.1010743,5,1,0,0,-1.2483776,0,-0.24550545,-0.39280868,0.14730322,1,-0.6763499,0,0,0,-0.6763499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4307145,0,0,0,0,0,0,0,1.4307145
9859,"A",4,128,41280,NA,0,0,3,5,1,1,1,0,0,32,3,0,-1.3465798,-1.2483776,8,2,0,0,-1.0519732,0,0.09820223,0.29460657,-0.19640434,1,-0.6763499,0,0,0,-0.6763499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4307145,0,0,0,0,0,0,0,1.4307145
9880,"A",4,128,41280,NA,0,0,16,10,24,4,0,0,0,32,21,0,0.42105952,-0.8555689,15,20,0,0,0.17555407,0,-1.2766284,-0.24550545,-1.0311229,0,-0.6763499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4307145,0,0,0,0,0,0,0,0
9875,"A",4,128,41280,NA,0,0,37,44,22,38,0,0,0,32,23,0,1.3539803,2.4833055,40,43,0,0,2.5324066,0,1.1293252,1.1784263,-0.049101114,0,-0.6763499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4307145,0,0,0,0,0,0,0,0
2693,"A",3,128,31280,NA,0,1,15,25,13,32,0,0,1,31,21,0,0.55781126,2.3177884,20,18,0,0,1.1646999,1,1.7599771,0.60688865,1.1530885,0,-0.3312806,-0.3312806,-0.3312806,-0.3312806,0,21,0,31,0.55781126,21,31,0.55781126,0,0,0,0,0,0,0,0,0.7059211,0.7059211,0.7059211,0.7059211,0,0,0.7059211,0.7059211,0
9842,"A",4,128,41280,NA,0,0,34,47,33,43,1,0,0,32,25.5,0,1.746789,2.8761141,46,34,0,0,2.3851032,0,1.1293252,0.63831425,0.4910109,0,-0.6763499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4307145,0,0,0,0,0,0,0,0
9895,"A",4,128,41280,NA,0,0,4,20,2,10,0,0,0,32,4,0,-1.2483776,-0.0699514,12,9,0,0,-0.5118612,0,1.1784261,0.73651636,0.4419098,1,-0.6763499,0,0,0,-0.6763499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4307145,0,0,0,0,0,0,0,1.4307145
2697,"A",3,128,31280,NA,0,0,21,17,14,22,0,0,1,31,25.5,0,0.9826333,1.2253888,40,41,0,0,3.7743208,1,0.24275547,2.7916875,-2.548932,0,-0.3312806,-0.3312806,0,-0.3312806,0,25.5,0,31,0.9826333,25.5,31,0.9826333,0,0,0,0,0,0,0,0,0.7059211,0.7059211,0.7059211,0,0,0,0,0,0
9861,"A",4,128,41280,NA,0,0,9,13,3,1,1,0,0,32,7,0,-0.95377105,-0.8555689,5,0,0,0,-1.2974787,0,0.09820217,-0.34370762,0.4419098,1,-0.6763499,0,0,0,-0.6763499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4307145,0,0,0,0,0,0,0,1.4307145
9857,"A",4,128,41280,NA,0,0,14,12,10,34,1,0,0,32,14,0,-0.36455795,0.71566606,11,0,0,0,-1.0028721,0,1.080224,-0.6383141,1.7185382,1,-0.6763499,0,0,0,-0.6763499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4307145,0,0,0,0,0,0,0,1.4307145
2685,"A",3,128,31280,NA,0,0,9,12,7,13,0,0,1,31,13.5,0,-0.17045508,0.37574467,20,19,0,0,1.2253888,1,0.54619974,1.3958439,-0.84964406,1,-0.3312806,-0.3312806,0,-0.3312806,-0.3312806,13.5,1,31,-0.17045508,13.5,31,-0.17045508,0,0,0,0,0,0,0,0,0.7059211,0.7059211,0.7059211,0,0.7059211,0.7059211,0,0,0.7059211
9877,"A",4,128,41280,NA,0,0,35,39,36,39,0,0,0,32,27,0,1.9431933,2.286901,43,39,0,0,2.4833055,0,0.34370768,0.54011214,-0.19640446,0,-0.6763499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4307145,0,0,0,0,0,0,0,0
2696,"A",3,128,31280,NA,0,0,22,15,15,11,0,0,1,31,28,0,1.104011,0.43643352,31,20,0,0,1.9536551,1,-0.6675775,0.84964406,-1.5172216,0,-0.3312806,-0.3312806,0,-0.3312806,0,28,0,31,1.104011,28,31,1.104011,0,0,0,0,0,0,0,0,0.7059211,0.7059211,0.7059211,0,0,0,0,0,0
9846,"A",4,128,41280,NA,0,0,10,21,14,29,1,0,0,32,14,0,-0.36455795,0.91207045,18,13,0,0,-0.020850306,0,1.2766284,0.34370765,0.93292075,1,-0.6763499,0,0,0,-0.6763499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4307145,0,0,0,0,0,0,0,1.4307145
2682,"A",3,128,31280,NA,0,1,9,28,14,36,0,0,1,31,20,0,0.25436693,2.7426102,20,15,0,0,0.9826333,1,2.4882433,0.72826636,1.7599769,1,-0.3312806,-0.3312806,-0.3312806,-0.3312806,-0.3312806,20,1,31,0.25436693,20,31,0.25436693,0,0,0,0,0,0,0,0,0.7059211,0.7059211,0.7059211,0.7059211,0.7059211,0.7059211,0.7059211,0.7059211,0.7059211
2683,"A",3,128,31280,NA,0,0,6,11,14,15,0,0,1,31,18,0,0.07230036,0.43643352,26,18,0,0,1.528833,1,0.36413318,1.4565327,-1.0923995,1,-0.3312806,-0.3312806,0,-0.3312806,-0.3312806,18,1,31,0.07230036,18,31,0.07230036,0,0,0,0,0,0,0,0,0.7059211,0.7059211,0.7059211,0,0.7059211,0.7059211,0,0,0.7059211
9885,"A",4,128,41280,NA,0,0,16,14,12,25,0,0,0,32,18,0,-0.16815358,0.37195843,21,18,0,0,0.37195843,0,0.540112,0.540112,0,1,-0.6763499,0,0,0,-0.6763499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4307145,0,0,0,0,0,0,0,1.4307145
2691,"A",3,128,31280,NA,0,0,4,8,0,2,0,0,1,31,1,0,-0.89872146,-0.5345883,8,17,0,0,0.37574467,1,0.36413318,1.2744662,-0.9103329,1,-0.3312806,-0.3312806,0,-0.3312806,-0.3312806,1,1,31,-0.89872146,1,31,-0.89872146,0,0,0,0,0,0,0,0,0.7059211,0.7059211,0.7059211,0,0.7059211,0.7059211,0,0,0.7059211
9868,"A",4,128,41280,NA,0,0,40,34,42,43,0,0,0,32,29,0,2.4833055,2.2378,36,39,0,0,2.1395977,0,-0.24550557,-0.3437078,0.09820223,0,-0.6763499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4307145,0,0,0,0,0,0,0,0
9893,"A",4,128,41280,NA,0,0,14,12,8,12,0,0,0,32,11,0,-0.46276012,-0.36455795,11,5,0,0,-0.75736666,0,0.09820217,-0.29460654,0.3928087,1,-0.6763499,0,0,0,-0.6763499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4307145,0,0,0,0,0,0,0,1.4307145
2674,"A",3,128,31280,NA,0,1,4,NA,2,NA,1,1,1,31,3,0,-0.7773437,NA,25,26,0,0,1.9536551,1,NA,2.7309988,NA,1,-0.3312806,-0.3312806,-0.3312806,-0.3312806,-0.3312806,3,1,31,-0.7773437,3,31,-0.7773437,0,0,0,0,0,0,0,0,0.7059211,0.7059211,0.7059211,0.7059211,0.7059211,0.7059211,0.7059211,0.7059211,0.7059211
2655,"A",3,128,31280,NA,0,0,6,23,8,23,1,0,1,31,10,0,-0.2918328,1.6502107,24,24,0,0,1.7715884,1,1.9420435,2.0634212,-0.12137771,1,-0.3312806,-0.3312806,0,-0.3312806,-0.3312806,10,1,31,-0.2918328,10,31,-0.2918328,0,0,0,0,0,0,0,0,0.7059211,0.7059211,0.7059211,0,0.7059211,0.7059211,0,0,0.7059211
2681,"A",3,128,31280,NA,0,0,23,NA,14,NA,0,1,1,31,28,0,1.104011,NA,NA,NA,0,0,NA,1,NA,NA,NA,0,-0.3312806,-0.3312806,0,-0.3312806,0,28,0,31,1.104011,28,31,1.104011,0,0,0,0,0,0,0,0,0.7059211,0.7059211,0.7059211,0,0,0,0,0,0
9888,"A",4,128,41280,NA,0,0,15,17,35,13,0,0,0,32,22,0,0.91207045,-0.0699514,23,20,0,0,0.5683628,0,-0.98202187,-0.34370768,-0.6383142,0,-0.6763499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4307145,0,0,0,0,0,0,0,0
9867,"A",4,128,41280,NA,0,0,32,43,28,32,0,0,0,32,24,0,1.4030813,2.1395977,43,18,0,0,1.4521824,0,0.73651636,0.049101114,0.68741524,0,-0.6763499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4307145,0,0,0,0,0,0,0,0
9883,"A",4,128,41280,NA,0,0,11,15,13,16,0,0,0,32,14,0,-0.36455795,-0.020850306,24,10,0,0,0.12645297,0,0.34370765,0.4910109,-0.14730327,1,-0.6763499,0,0,0,-0.6763499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4307145,0,0,0,0,0,0,0,1.4307145
2689,"A",3,128,31280,NA,0,0,15,7,14,11,0,0,1,31,22,0,0.6185001,-0.049077366,NA,NA,0,0,NA,1,-0.6675775,NA,NA,0,-0.3312806,-0.3312806,0,-0.3312806,0,22,0,31,0.6185001,22,31,0.6185001,0,0,0,0,0,0,0,0,0.7059211,0.7059211,0.7059211,0,0,0,0,0,0
9856,"A",4,128,41280,NA,0,0,0,1,0,0,1,0,0,32,1.5,0,-1.5429841,-1.493883,0,0,0,0,-1.5429841,0,0.049101114,0,0.049101114,1,-0.6763499,0,0,0,-0.6763499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4307145,0,0,0,0,0,0,0,1.4307145
2668,"A",3,128,31280,NA,0,1,7,15,3,24,1,0,1,31,7.5,0,-0.5345883,1.2253888,23,26,0,0,1.8322773,1,1.7599771,2.3668656,-0.60688853,1,-0.3312806,-0.3312806,-0.3312806,-0.3312806,-0.3312806,7.5,1,31,-0.5345883,7.5,31,-0.5345883,0,0,0,0,0,0,0,0,0.7059211,0.7059211,0.7059211,0.7059211,0.7059211,0.7059211,0.7059211,0.7059211,0.7059211
2687,"A",3,128,31280,NA,0,1,4,25,5,28,0,0,1,31,5.5,0,-0.59527713,2.0750327,24,23,0,0,1.7108996,1,2.6703098,2.3061767,0.36413312,1,-0.3312806,-0.3312806,-0.3312806,-0.3312806,-0.3312806,5.5,1,31,-0.59527713,5.5,31,-0.59527713,0,0,0,0,0,0,0,0,0.7059211,0.7059211,0.7059211,0.7059211,0.7059211,0.7059211,0.7059211,0.7059211,0.7059211
9865,"A",4,128,41280,NA,0,0,44,50,50,47,1,0,0,32,31,0,3.0725186,3.2198217,49,49,0,0,3.2689228,0,0.1473031,0.19640422,-0.049101114,0,-0.6763499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4307145,0,0,0,0,0,0,0,0
2670,"A",3,128,31280,NA,0,1,7,23,2,21,1,0,1,31,5.5,0,-0.59527713,1.528833,12,18,0,0,0.67918897,1,2.1241102,1.274466,0.84964406,1,-0.3312806,-0.3312806,-0.3312806,-0.3312806,-0.3312806,5.5,1,31,-0.59527713,5.5,31,-0.59527713,0,0,0,0,0,0,0,0,0.7059211,0.7059211,0.7059211,0.7059211,0.7059211,0.7059211,0.7059211,0.7059211,0.7059211
2664,"A",3,128,31280,NA,0,1,10,19,7,26,1,0,1,31,16,0,-0.10976623,1.5895219,12,37,0,0,1.8322773,1,1.6992881,1.9420435,-0.24275541,1,-0.3312806,-0.3312806,-0.3312806,-0.3312806,-0.3312806,16,1,31,-0.10976623,16,31,-0.10976623,0,0,0,0,0,0,0,0,0.7059211,0.7059211,0.7059211,0.7059211,0.7059211,0.7059211,0.7059211,0.7059211,0.7059211
9843,"A",4,128,41280,NA,0,0,14,16,7,23,1,0,0,32,10,0,-0.5118612,0.37195843,20,6,0,0,-0.26635575,0,0.88381964,0.24550545,0.6383142,1,-0.6763499,0,0,0,-0.6763499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4307145,0,0,0,0,0,0,0,1.4307145
2651,"A",3,128,31280,NA,0,1,10,29,5,28,1,0,1,31,11,0,-0.23114395,2.3177884,22,14,0,0,1.0433222,1,2.5489323,1.2744662,1.2744662,1,-0.3312806,-0.3312806,-0.3312806,-0.3312806,-0.3312806,11,1,31,-0.23114395,11,31,-0.23114395,0,0,0,0,0,0,0,0,0.7059211,0.7059211,0.7059211,0.7059211,0.7059211,0.7059211,0.7059211,0.7059211,0.7059211
2648,"A",3,128,31280,NA,0,0,17,22,27,33,1,0,1,31,31,0,1.528833,2.1964104,30,31,0,0,2.5605438,1,0.6675774,1.0317107,-0.36413336,0,-0.3312806,-0.3312806,0,-0.3312806,0,31,0,31,1.528833,31,31,1.528833,0,0,0,0,0,0,0,0,0.7059211,0.7059211,0.7059211,0,0,0,0,0,0
2658,"A",3,128,31280,NA,0,0,8,23,5,11,1,0,1,31,9,0,-0.3525217,0.92194444,18,1,0,0,0.011611496,1,1.2744662,0.36413318,0.9103329,1,-0.3312806,-0.3312806,0,-0.3312806,-0.3312806,9,1,31,-0.3525217,9,31,-0.3525217,0,0,0,0,0,0,0,0,0.7059211,0.7059211,0.7059211,0,0.7059211,0.7059211,0,0,0.7059211
2690,"A",3,128,31280,NA,0,1,8,13,2,7,0,0,1,31,7.5,0,-0.5345883,0.07230036,17,11,0,0,0.55781126,1,0.60688865,1.0923996,-0.4855109,1,-0.3312806,-0.3312806,-0.3312806,-0.3312806,-0.3312806,7.5,1,31,-0.5345883,7.5,31,-0.5345883,0,0,0,0,0,0,0,0,0.7059211,0.7059211,0.7059211,0.7059211,0.7059211,0.7059211,0.7059211,0.7059211,0.7059211
9845,"A",4,128,41280,NA,0,0,14,17,22,26,1,0,0,32,20,0,0.22465515,0.5683628,18,11,0,0,-0.11905249,0,0.34370762,-0.34370765,0.68741524,1,-0.6763499,0,0,0,-0.6763499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4307145,0,0,0,0,0,0,0,1.4307145
7309,"A",3,130,31300,NA,0,0,24,37,17,25,1,0,1,23,20,0,1.3467665,2.6212325,46,32,0,0,3.5922544,1,1.274466,2.245488,-0.9710219,1,-0.2705917,-0.2705917,0,-0.2705917,-0.2705917,20,1,23,1.3467665,20,23,1.3467665,0,0,0,0,0,0,0,0,1.0258381,1.0258381,1.0258381,0,1.0258381,1.0258381,0,0,1.0258381
13944,"A",4,130,41300,NA,0,0,7,34,12,29,1,0,0,29,18,0,-0.61006343,1.5503846,36,41,1,0,2.2378,0,2.160448,2.8478632,-0.68741524,1,-1.0545576,0,0,0,-1.0545576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6137322,0,0,0,0,0,0,0,0.6137322
13976,"A",4,130,41300,NA,0,0,3,12,0,24,0,0,0,29,1,0,-1.3956809,0.22465515,11,13,1,0,-0.36455795,0,1.620336,1.0311229,0.58921313,1,-1.0545576,0,0,0,-1.0545576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6137322,0,0,0,0,0,0,0,0.6137322
13970,"A",4,130,41300,NA,0,0,20,45,10,41,1,0,0,29,24,0,-0.0699514,2.6797097,41,35,1,0,2.1886988,0,2.749661,2.25865,0.4910109,0,-1.0545576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6137322,0,0,0,0,0,0,0,0
13972,"A",4,130,41300,NA,0,0,25,39,10,41,0,0,0,29,26,0,0.17555407,2.3851032,38,36,1,0,2.0904965,0,2.2095492,1.9149425,0.2946067,0,-1.0545576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6137322,0,0,0,0,0,0,0,0
8364,"A",3,130,31300,NA,0,0,21,19,35,0,0,0,1,23,23,0,2.2570994,0.011611496,31,13,0,0,1.528833,1,-2.245488,-0.72826636,-1.5172216,0,-0.2705917,-0.2705917,0,-0.2705917,0,23,0,23,2.2570994,23,23,2.2570994,0,0,0,0,0,0,0,0,1.0258381,1.0258381,1.0258381,0,0,0,0,0,0
13954,"A",4,130,41300,NA,0,0,26,45,12,42,1,0,0,29,27,0,0.32285735,2.7288108,43,43,1,0,2.6797097,0,2.4059534,2.3568523,0.049101114,0,-1.0545576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6137322,0,0,0,0,0,0,0,0
13973,"A",4,130,41300,NA,0,0,4,10,0,11,0,0,0,29,2.5,0,-1.3465798,-0.5118612,12,0,1,0,-0.95377105,0,0.8347186,0.39280874,0.44190985,1,-1.0545576,0,0,0,-1.0545576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6137322,0,0,0,0,0,0,0,0.6137322
13978,"A",4,130,41300,NA,0,0,21,15,6,23,0,0,0,29,22.5,0,-0.21725467,0.32285735,28,29,1,0,1.2557781,0,0.540112,1.4730327,-0.9329207,0,-1.0545576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6137322,0,0,0,0,0,0,0,0
13964,"A",4,130,41300,NA,0,0,8,21,0,24,0,0,0,29,10,0,-1.1501755,0.666565,23,38,1,0,1.4521824,0,1.8167405,2.6023579,-0.7856174,1,-1.0545576,0,0,0,-1.0545576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6137322,0,0,0,0,0,0,0,0.6137322
7330,"A",3,130,31300,NA,0,1,10,19,0,18,0,0,1,23,8,0,-0.5345883,1.104011,NA,NA,0,0,NA,1,1.6385994,NA,NA,1,-0.2705917,-0.2705917,-0.2705917,-0.2705917,-0.2705917,8,1,23,-0.5345883,8,23,-0.5345883,0,0,0,0,0,0,0,0,1.0258381,1.0258381,1.0258381,1.0258381,1.0258381,1.0258381,1.0258381,1.0258381,1.0258381
7334,"A",3,130,31300,NA,0,0,12,1,0,6,1,0,1,23,9,0,-0.41321054,-0.71665484,16,6,0,0,0.19367808,1,-0.3034443,0.60688865,-0.9103329,1,-0.2705917,-0.2705917,0,-0.2705917,-0.2705917,9,1,23,-0.41321054,9,23,-0.41321054,0,0,0,0,0,0,0,0,1.0258381,1.0258381,1.0258381,0,1.0258381,1.0258381,0,0,1.0258381
13955,"A",4,130,41300,NA,0,0,10,16,2,34,1,0,0,29,12,0,-0.95377105,0.91207045,25,35,1,0,1.4030813,0,1.8658415,2.3568523,-0.49101084,1,-1.0545576,0,0,0,-1.0545576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6137322,0,0,0,0,0,0,0,0.6137322
13971,"A",4,130,41300,NA,0,0,22,6,25,29,1,0,0,29,29,0,0.76476717,0.17555407,NA,NA,1,0,NA,0,-0.58921313,NA,NA,0,-1.0545576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6137322,0,0,0,0,0,0,0,0
13950,"A",4,130,41300,NA,0,0,15,30,19,38,1,0,0,29,25,0,0.12645297,1.7958901,33,26,1,0,1.3539803,0,1.6694372,1.2275274,0.4419098,0,-1.0545576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6137322,0,0,0,0,0,0,0,0
7346,"A",3,130,31300,NA,0,1,2,26,0,39,0,0,1,23,5,0,-1.0200992,2.8032992,22,3,0,0,0.37574467,1,3.8233984,1.3958439,2.4275546,1,-0.2705917,-0.2705917,-0.2705917,-0.2705917,-0.2705917,5,1,23,-1.0200992,5,23,-1.0200992,0,0,0,0,0,0,0,0,1.0258381,1.0258381,1.0258381,1.0258381,1.0258381,1.0258381,1.0258381,1.0258381,1.0258381
7326,"A",3,130,31300,NA,0,1,11,18,2,34,0,0,1,23,10,0,-0.3525217,2.014344,19,3,0,0,0.19367808,1,2.3668656,0.5461998,1.8206658,1,-0.2705917,-0.2705917,-0.2705917,-0.2705917,-0.2705917,10,1,23,-0.3525217,10,23,-0.3525217,0,0,0,0,0,0,0,0,1.0258381,1.0258381,1.0258381,1.0258381,1.0258381,1.0258381,1.0258381,1.0258381,1.0258381
7310,"A",3,130,31300,NA,0,1,17,32,0,41,1,0,1,23,14.5,0,-0.10976623,3.28881,31,19,0,0,1.8929663,1,3.3985763,2.0027325,1.3958437,1,-0.2705917,-0.2705917,-0.2705917,-0.2705917,-0.2705917,14.5,1,23,-0.10976623,14.5,23,-0.10976623,0,0,0,0,0,0,0,0,1.0258381,1.0258381,1.0258381,1.0258381,1.0258381,1.0258381,1.0258381,1.0258381,1.0258381
13974,"A",4,130,41300,NA,0,0,6,10,0,19,0,0,0,29,6,0,-1.2483776,-0.11905249,16,5,1,0,-0.5118612,0,1.129325,0.73651636,0.3928087,1,-1.0545576,0,0,0,-1.0545576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6137322,0,0,0,0,0,0,0,0.6137322
13952,"A",4,130,41300,NA,0,0,10,20,5,35,1,0,0,29,17,0,-0.8064678,1.1575758,39,35,1,0,2.0904965,0,1.9640436,2.8969643,-0.9329207,1,-1.0545576,0,0,0,-1.0545576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6137322,0,0,0,0,0,0,0,0.6137322
13949,"A",4,130,41300,NA,0,0,10,35,17,39,1,0,0,29,22.5,0,-0.21725467,2.0904965,36,32,1,0,1.7958901,0,2.3077512,2.0131447,0.29460645,0,-1.0545576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6137322,0,0,0,0,0,0,0,0
7300,"A",3,130,31300,NA,0,0,24,36,24,31,1,0,1,23,22,0,1.7715884,2.924677,32,40,0,0,3.2281213,1,1.1530885,1.4565328,-0.3034444,0,-0.2705917,-0.2705917,0,-0.2705917,0,22,0,23,1.7715884,22,23,1.7715884,0,0,0,0,0,0,0,0,1.0258381,1.0258381,1.0258381,0,0,0,0,0,0
13947,"A",4,130,41300,NA,0,0,9,21,13,35,1,0,0,29,20.5,0,-0.46276012,1.206677,26,20,1,0,0.71566606,0,1.669437,1.1784261,0.4910109,0,-1.0545576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6137322,0,0,0,0,0,0,0,0
7331,"A",3,130,31300,NA,0,1,14,18,0,8,0,0,1,23,11.5,0,-0.2918328,0.43643352,25,5,0,0,0.67918897,1,0.72826636,0.9710218,-0.24275544,1,-0.2705917,-0.2705917,-0.2705917,-0.2705917,-0.2705917,11.5,1,23,-0.2918328,11.5,23,-0.2918328,0,0,0,0,0,0,0,0,1.0258381,1.0258381,1.0258381,1.0258381,1.0258381,1.0258381,1.0258381,1.0258381,1.0258381
7297,"A",3,130,31300,NA,0,1,1,0,0,1,1,0,1,23,4,0,-1.080788,-1.080788,0,0,0,0,-1.1414769,1,0,-0.060688853,0.060688853,1,-0.2705917,-0.2705917,-0.2705917,-0.2705917,-0.2705917,4,1,23,-1.080788,4,23,-1.080788,0,0,0,0,0,0,0,0,1.0258381,1.0258381,1.0258381,1.0258381,1.0258381,1.0258381,1.0258381,1.0258381,1.0258381
7304,"A",3,130,31300,NA,0,0,7,12,0,28,1,0,1,23,6,0,-0.71665484,1.2860776,13,3,0,0,-0.17045508,1,2.0027325,0.54619974,1.4565327,1,-0.2705917,-0.2705917,0,-0.2705917,-0.2705917,6,1,23,-0.71665484,6,23,-0.71665484,0,0,0,0,0,0,0,0,1.0258381,1.0258381,1.0258381,0,1.0258381,1.0258381,0,0,1.0258381
7291,"A",3,130,31300,NA,0,1,0,2,0,0,1,0,1,23,2,0,-1.1414769,-1.0200992,0,0,0,0,-1.1414769,1,0.12137771,0,0.12137771,1,-0.2705917,-0.2705917,-0.2705917,-0.2705917,-0.2705917,2,1,23,-1.1414769,2,23,-1.1414769,0,0,0,0,0,0,0,0,1.0258381,1.0258381,1.0258381,1.0258381,1.0258381,1.0258381,1.0258381,1.0258381,1.0258381
13966,"A",4,130,41300,NA,0,0,5,10,2,6,0,0,0,29,8,0,-1.1992766,-0.75736666,7,0,1,0,-1.1992766,0,0.4419099,0,0.4419099,1,-1.0545576,0,0,0,-1.0545576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6137322,0,0,0,0,0,0,0,0.6137322
16469,"A",4,130,41300,NA,0,0,8,17,6,12,1,0,0,29,14.5,0,-0.8555689,-0.11905249,8,11,1,0,-0.61006343,0,0.7365164,0.24550545,0.49101093,1,-1.0545576,0,0,0,-1.0545576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6137322,0,0,0,0,0,0,0,0.6137322
7336,"A",3,130,31300,NA,0,1,8,9,0,14,1,0,1,23,7,0,-0.655966,0.25436693,13,9,0,0,0.19367808,1,0.9103329,0.84964406,0.060688853,1,-0.2705917,-0.2705917,-0.2705917,-0.2705917,-0.2705917,7,1,23,-0.655966,7,23,-0.655966,0,0,0,0,0,0,0,0,1.0258381,1.0258381,1.0258381,1.0258381,1.0258381,1.0258381,1.0258381,1.0258381,1.0258381
13945,"A",4,130,41300,NA,0,0,0,0,4,8,1,0,0,29,2.5,0,-1.3465798,-1.1501755,1,0,1,0,-1.493883,0,0.19640434,-0.14730322,0.34370756,1,-1.0545576,0,0,0,-1.0545576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6137322,0,0,0,0,0,0,0,0.6137322
