"studentid","div","std","schoolid","divid","serial","bom","balsakhi","pre_verb","post_verb","pre_math","post_math","male","attrit","bal","numstud","rank","bigschool","pre_tot","post_tot","mid_verb","mid_math","cal","both","mid_tot","balt","vad","vadmid","vadpostmid","rank20","bot_pre_tot","bal_bot_pre_tot","balsakhi_bot_pre_tot","balt_bot_pre_tot","rank20_bot_pre_tot","bal_rank","bal_rank20","bal_numstud","bal_pre_tot","balt_rank","balt_numstud","balt_pre_tot","bal_bigschool","balt_bigschool","balsakhi_bigschool","bal_bigschool_rank20","balt_bigschool_rank20","bal_bigschool_balsakhi","balt_bigschool_balsakhi","bigschool_rank20","schoolvar","bal_schoolvar","balt_schoolvar","balsakhi_schoolvar","bal_schoolvar_rank20","balt_schoolvar_rank20","bal_schoolvar_balsakhi","balt_schoolvar_balsakhi","schoolvar_rank20"
12332,"A",4,101,41010,NA,0,1,23,27,15,30,1,0,1,26,11,0,0.32285735,1.2557781,27,25,0,0,1.0102726,1,0.9329207,0.68741524,0.24550545,1,0.19028439,0.19028439,0.19028439,0.19028439,0.19028439,11,1,26,0.32285735,11,26,0.32285735,0,0,0,0,0,0,0,0,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589
225,"A",3,101,31010,NA,0,0,3,5,1,9,1,0,0,33,2,0,-0.89872146,-0.2918328,3,0,0,0,-0.9594103,0,0.60688865,-0.060688853,0.6675775,1,-0.15831733,0,0,0,-0.15831733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93477833,0,0,0,0,0,0,0,0.93477833
227,"A",3,101,31010,NA,0,0,4,NA,0,NA,1,1,0,33,2,0,-0.89872146,NA,0,0,0,0,-1.1414769,0,NA,-0.24275541,NA,1,-0.15831733,0,0,0,-0.15831733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93477833,0,0,0,0,0,0,0,0.93477833
12364,"A",4,101,41010,NA,0,1,20,14,4,19,1,0,1,26,7,0,-0.36455795,0.077351876,13,4,0,0,-0.7082656,1,0.44190982,-0.34370765,0.7856175,1,0.19028439,0.19028439,0.19028439,0.19028439,0.19028439,7,1,26,-0.36455795,7,26,-0.36455795,0,0,0,0,0,0,0,0,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589
228,"A",3,101,31010,NA,0,0,26,23,24,14,1,0,0,33,29.5,0,1.8929663,1.104011,0,0,0,0,-1.1414769,0,-0.7889552,-3.0344431,2.245488,0,-0.15831733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93477833,0,0,0,0,0,0,0,0
214,"A",3,101,31010,NA,0,0,3,6,1,0,1,0,0,33,2,0,-0.89872146,-0.7773437,6,8,0,0,-0.2918328,0,0.121377766,0.60688865,-0.4855109,1,-0.15831733,0,0,0,-0.15831733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93477833,0,0,0,0,0,0,0,0.93477833
197,"A",3,101,31010,NA,0,0,7,12,20,35,1,0,0,33,18.5,0,0.49712238,1.7108996,18,30,0,0,1.7715884,0,1.2137772,1.274466,-0.060688853,1,-0.15831733,0,0,0,-0.15831733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93477833,0,0,0,0,0,0,0,0.93477833
12359,"A",4,101,41010,NA,0,0,23,37,32,32,1,0,1,26,18,0,1.1575758,1.8449912,28,24,0,0,1.0102726,1,0.68741536,-0.14730322,0.8347186,1,0.19028439,0.19028439,0,0.19028439,0.19028439,18,1,26,1.1575758,18,26,1.1575758,0,0,0,0,0,0,0,0,0.9988589,0.9988589,0.9988589,0,0.9988589,0.9988589,0,0,0.9988589
196,"A",3,101,31010,NA,0,0,17,28,9,15,1,0,0,33,16.5,0,0.43643352,1.4681442,7,22,0,0,0.6185001,0,1.0317106,0.18206659,0.84964406,1,-0.15831733,0,0,0,-0.15831733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93477833,0,0,0,0,0,0,0,0.93477833
221,"A",3,101,31010,NA,0,0,29,20,24,14,1,0,0,33,33,0,2.0750327,0.92194444,NA,NA,0,0,NA,0,-1.1530883,NA,NA,0,-0.15831733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93477833,0,0,0,0,0,0,0,0
234,"A",3,101,31010,NA,0,0,13,21,0,23,1,0,0,33,8,0,-0.3525217,1.528833,17,26,0,0,1.4681442,0,1.8813547,1.8206658,0.060688853,1,-0.15831733,0,0,0,-0.15831733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93477833,0,0,0,0,0,0,0,0.93477833
226,"A",3,101,31010,NA,0,0,6,29,2,19,1,0,0,33,5.5,0,-0.655966,1.7715884,3,0,0,0,-0.9594103,0,2.4275544,-0.30344433,2.7309988,1,-0.15831733,0,0,0,-0.15831733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93477833,0,0,0,0,0,0,0,0.93477833
12350,"A",4,101,41010,NA,0,0,20,30,13,24,1,0,1,26,10,0,0.077351876,1.1084749,25,18,0,0,0.5683628,1,1.0311229,0.4910109,0.5401121,1,0.19028439,0.19028439,0,0.19028439,0.19028439,10,1,26,0.077351876,10,26,0.077351876,0,0,0,0,0,0,0,0,0.9988589,0.9988589,0.9988589,0,0.9988589,0.9988589,0,0,0.9988589
12375,"A",4,101,41010,NA,0,1,27,15,1,24,1,0,1,26,8,0,-0.16815358,0.37195843,24,4,0,0,-0.16815358,1,0.540112,0,0.540112,1,0.19028439,0.19028439,0.19028439,0.19028439,0.19028439,8,1,26,-0.16815358,8,26,-0.16815358,0,0,0,0,0,0,0,0,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589
12331,"A",4,101,41010,NA,0,1,17,20,6,34,1,0,1,26,5,0,-0.41365904,1.1084749,20,21,0,0,0.4701606,1,1.5221338,0.88381964,0.63831425,1,0.19028439,0.19028439,0.19028439,0.19028439,0.19028439,5,1,26,-0.41365904,5,26,-0.41365904,0,0,0,0,0,0,0,0,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589
12340,"A",4,101,41010,NA,0,1,25,NA,15,NA,1,1,1,26,12,0,0.42105952,NA,NA,NA,0,0,NA,1,NA,NA,NA,1,0.19028439,0.19028439,0.19028439,0.19028439,0.19028439,12,1,26,0.42105952,12,26,0.42105952,0,0,0,0,0,0,0,0,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589
216,"A",3,101,31010,NA,0,0,24,28,26,40,1,0,0,33,29.5,0,1.8929663,2.9853656,27,20,0,0,1.7108996,0,1.0923994,-0.18206668,1.274466,0,-0.15831733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93477833,0,0,0,0,0,0,0,0
215,"A",3,101,31010,NA,0,0,14,7,10,16,1,0,0,33,14.5,0,0.31505582,0.25436693,10,9,0,0,0.011611496,0,-0.060688883,-0.30344433,0.24275544,1,-0.15831733,0,0,0,-0.15831733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93477833,0,0,0,0,0,0,0,0.93477833
213,"A",3,101,31010,NA,0,0,10,3,10,7,1,0,0,33,13,0,0.07230036,-0.5345883,NA,NA,0,0,NA,0,-0.60688865,NA,NA,1,-0.15831733,0,0,0,-0.15831733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93477833,0,0,0,0,0,0,0,0.93477833
205,"A",3,101,31010,NA,0,0,26,13,19,16,1,0,0,33,27.5,0,1.5895219,0.6185001,15,19,0,0,0.92194444,0,-0.9710218,-0.66757745,-0.30344433,0,-0.15831733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93477833,0,0,0,0,0,0,0,0
199,"A",3,101,31010,NA,0,0,24,7,5,11,1,0,0,33,21,0,0.6185001,-0.049077366,6,12,0,0,-0.049077366,0,-0.6675775,-0.6675775,0,0,-0.15831733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93477833,0,0,0,0,0,0,0,0
203,"A",3,101,31010,NA,0,0,8,4,0,19,1,0,0,33,5.5,0,-0.655966,0.25436693,11,21,0,0,0.8005667,0,0.9103329,1.4565327,-0.54619974,1,-0.15831733,0,0,0,-0.15831733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93477833,0,0,0,0,0,0,0,0.93477833
212,"A",3,101,31010,NA,0,0,19,6,14,1,1,0,0,33,22,0,0.8612556,-0.71665484,2,2,0,0,-0.89872146,0,-1.5779104,-1.7599771,0.18206662,0,-0.15831733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93477833,0,0,0,0,0,0,0,0
12373,"A",4,101,41010,NA,0,0,37,37,35,33,1,0,1,26,23,0,1.9922944,1.8940923,22,20,0,0,0.5192617,1,-0.09820211,-1.4730327,1.3748306,0,0.19028439,0.19028439,0,0.19028439,0,23,0,26,1.9922944,23,26,1.9922944,0,0,0,0,0,0,0,0,0.9988589,0.9988589,0.9988589,0,0,0,0,0,0
12343,"A",4,101,41010,NA,0,0,39,41,31,42,1,0,1,26,22,0,1.8940923,2.5324066,NA,NA,0,0,NA,1,0.63831425,NA,NA,0,0.19028439,0.19028439,0,0.19028439,0,22,0,26,1.8940923,22,26,1.8940923,0,0,0,0,0,0,0,0,0.9988589,0.9988589,0.9988589,0,0,0,0,0,0
200,"A",3,101,31010,NA,0,0,24,18,27,21,1,0,0,33,31.5,0,1.9536551,1.2253888,11,25,0,0,1.0433222,0,-0.72826636,-0.9103329,0.18206656,0,-0.15831733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93477833,0,0,0,0,0,0,0,0
198,"A",3,101,31010,NA,0,0,22,30,12,20,1,0,0,33,23.5,0,0.92194444,1.8929663,22,21,0,0,1.4681442,0,0.97102183,0.54619974,0.4248221,0,-0.15831733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93477833,0,0,0,0,0,0,0,0
204,"A",3,101,31010,NA,0,0,21,20,13,34,1,0,0,33,23.5,0,0.92194444,2.1357217,8,27,0,0,0.9826333,0,1.2137773,0.060688853,1.1530883,0,-0.15831733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93477833,0,0,0,0,0,0,0,0
12365,"A",4,101,41010,NA,0,0,26,31,30,28,1,0,1,26,19.5,0,1.206677,1.3539803,27,29,0,0,1.206677,1,0.14730334,0,0.14730334,1,0.19028439,0.19028439,0,0.19028439,0.19028439,19.5,1,26,1.206677,19.5,26,1.206677,0,0,0,0,0,0,0,0,0.9988589,0.9988589,0.9988589,0,0.9988589,0.9988589,0,0,0.9988589
222,"A",3,101,31010,NA,0,0,19,16,16,22,1,0,0,33,25,0,0.9826333,1.1646999,18,19,0,0,1.104011,0,0.18206662,0.121377766,0.060688853,0,-0.15831733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93477833,0,0,0,0,0,0,0,0
208,"A",3,101,31010,NA,0,0,13,7,5,2,1,0,0,33,12,0,-0.049077366,-0.59527713,14,34,0,0,1.7715884,0,-0.54619974,1.8206658,-2.3668656,1,-0.15831733,0,0,0,-0.15831733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93477833,0,0,0,0,0,0,0,0.93477833
217,"A",3,101,31010,NA,0,0,4,33,10,43,1,0,0,33,9,0,-0.2918328,3.4708767,6,0,0,0,-0.7773437,0,3.7627096,-0.4855109,4.2482204,1,-0.15831733,0,0,0,-0.15831733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93477833,0,0,0,0,0,0,0,0.93477833
235,"A",3,101,31010,NA,0,0,13,6,13,24,1,0,0,33,16.5,0,0.43643352,0.67918897,9,16,0,0,0.37574467,0,0.24275544,-0.060688853,0.3034443,1,-0.15831733,0,0,0,-0.15831733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93477833,0,0,0,0,0,0,0,0.93477833
219,"A",3,101,31010,NA,0,0,13,4,4,0,1,0,0,33,11,0,-0.10976623,-0.89872146,2,2,0,0,-0.89872146,0,-0.7889552,-0.7889552,0,1,-0.15831733,0,0,0,-0.15831733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93477833,0,0,0,0,0,0,0,0.93477833
12337,"A",4,101,41010,NA,0,0,26,27,28,33,1,0,1,26,17,0,1.1084749,1.4030813,27,30,0,0,1.2557781,1,0.29460645,0.14730322,0.14730322,1,0.19028439,0.19028439,0,0.19028439,0.19028439,17,1,26,1.1084749,17,26,1.1084749,0,0,0,0,0,0,0,0,0.9988589,0.9988589,0.9988589,0,0.9988589,0.9988589,0,0,0.9988589
12338,"A",4,101,41010,NA,0,0,22,14,24,27,1,0,1,26,16,0,0.71566606,0.4701606,17,17,0,0,0.12645297,1,-0.24550545,-0.5892131,0.34370762,1,0.19028439,0.19028439,0,0.19028439,0.19028439,16,1,26,0.71566606,16,26,0.71566606,0,0,0,0,0,0,0,0,0.9988589,0.9988589,0.9988589,0,0.9988589,0.9988589,0,0,0.9988589
224,"A",3,101,31010,NA,0,0,3,6,5,7,1,0,0,33,5.5,0,-0.655966,-0.3525217,4,2,0,0,-0.7773437,0,0.3034443,-0.12137771,0.424822,1,-0.15831733,0,0,0,-0.15831733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93477833,0,0,0,0,0,0,0,0.93477833
201,"A",3,101,31010,NA,0,0,6,26,22,8,1,0,0,33,20,0,0.55781126,0.92194444,19,37,0,0,2.2570994,0,0.36413318,1.6992881,-1.335155,1,-0.15831733,0,0,0,-0.15831733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93477833,0,0,0,0,0,0,0,0.93477833
12348,"A",4,101,41010,NA,0,1,25,41,31,28,1,0,1,26,19.5,0,1.206677,1.8449912,33,38,0,0,1.9431933,1,0.63831425,0.73651636,-0.09820211,1,0.19028439,0.19028439,0.19028439,0.19028439,0.19028439,19.5,1,26,1.206677,19.5,26,1.206677,0,0,0,0,0,0,0,0,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589
12362,"A",4,101,41010,NA,0,1,23,24,6,31,1,0,1,26,9,0,-0.11905249,1.1575758,23,25,0,0,0.8138682,1,1.2766284,0.9329207,0.34370762,1,0.19028439,0.19028439,0.19028439,0.19028439,0.19028439,9,1,26,-0.11905249,9,26,-0.11905249,0,0,0,0,0,0,0,0,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589
12341,"A",4,101,41010,NA,0,0,43,45,37,35,1,0,1,26,26,0,2.3851032,2.3851032,48,38,0,0,2.6797097,1,0,0.29460645,-0.29460645,0,0.19028439,0.19028439,0,0.19028439,0,26,0,26,2.3851032,26,26,2.3851032,0,0,0,0,0,0,0,0,0.9988589,0.9988589,0.9988589,0,0,0,0,0,0
220,"A",3,101,31010,NA,0,0,14,8,2,0,1,0,0,33,10,0,-0.17045508,-0.655966,6,14,0,0,0.07230036,0,-0.4855109,0.24275544,-0.72826636,1,-0.15831733,0,0,0,-0.15831733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93477833,0,0,0,0,0,0,0,0.93477833
8423,"A",3,101,31010,NA,0,0,24,18,13,22,1,0,0,33,26,0,1.104011,1.2860776,22,26,0,0,1.7715884,0,0.18206656,0.6675774,-0.48551083,0,-0.15831733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93477833,0,0,0,0,0,0,0,0
12329,"A",4,101,41010,NA,0,0,30,41,32,38,1,0,1,26,21,0,1.5012835,2.336002,27,21,0,0,0.8138682,1,0.8347186,-0.6874153,1.5221338,0,0.19028439,0.19028439,0,0.19028439,0,21,0,26,1.5012835,21,26,1.5012835,0,0,0,0,0,0,0,0,0.9988589,0.9988589,0.9988589,0,0,0,0,0,0
12380,"A",4,101,41010,NA,0,1,16,10,6,12,1,0,1,26,3,0,-0.46276012,-0.46276012,12,6,0,0,-0.6591645,1,0,-0.19640437,0.19640437,1,0.19028439,0.19028439,0.19028439,0.19028439,0.19028439,3,1,26,-0.46276012,3,26,-0.46276012,0,0,0,0,0,0,0,0,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589
12353,"A",4,101,41010,NA,0,1,19,37,22,38,1,0,1,26,13,0,0.4701606,2.1395977,18,21,0,0,0.37195843,1,1.669437,-0.09820217,1.7676392,1,0.19028439,0.19028439,0.19028439,0.19028439,0.19028439,13,1,26,0.4701606,13,26,0.4701606,0,0,0,0,0,0,0,0,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589
209,"A",3,101,31010,NA,0,0,8,1,0,5,1,0,0,33,5.5,0,-0.655966,-0.7773437,15,14,0,0,0.6185001,0,-0.12137771,1.274466,-1.3958437,1,-0.15831733,0,0,0,-0.15831733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93477833,0,0,0,0,0,0,0,0.93477833
12377,"A",4,101,41010,NA,0,1,23,16,0,18,1,0,1,26,5,0,-0.41365904,0.12645297,7,4,0,0,-1.0028721,1,0.540112,-0.5892131,1.129325,1,0.19028439,0.19028439,0.19028439,0.19028439,0.19028439,5,1,26,-0.41365904,5,26,-0.41365904,0,0,0,0,0,0,0,0,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589
12367,"A",4,101,41010,NA,0,1,16,22,2,27,1,0,1,26,2,0,-0.6591645,0.86296934,10,10,0,0,-0.5609623,1,1.5221338,0.09820217,1.4239316,1,0.19028439,0.19028439,0.19028439,0.19028439,0.19028439,2,1,26,-0.6591645,2,26,-0.6591645,0,0,0,0,0,0,0,0,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589
12335,"A",4,101,41010,NA,0,0,22,33,21,27,1,0,1,26,14,0,0.5683628,1.4030813,33,30,0,0,1.5503846,1,0.8347185,0.98202187,-0.14730334,1,0.19028439,0.19028439,0,0.19028439,0.19028439,14,1,26,0.5683628,14,26,0.5683628,0,0,0,0,0,0,0,0,0.9988589,0.9988589,0.9988589,0,0.9988589,0.9988589,0,0,0.9988589
210,"A",3,101,31010,NA,0,0,16,16,8,31,1,0,0,33,14.5,0,0.31505582,1.7108996,15,28,0,0,1.4681442,0,1.3958437,1.1530883,0.24275541,1,-0.15831733,0,0,0,-0.15831733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93477833,0,0,0,0,0,0,0,0.93477833
12357,"A",4,101,41010,NA,0,0,24,26,20,27,1,0,1,26,15,0,0.6174639,1.0593737,23,18,0,0,0.4701606,1,0.44190985,-0.14730328,0.58921313,1,0.19028439,0.19028439,0,0.19028439,0.19028439,15,1,26,0.6174639,15,26,0.6174639,0,0,0,0,0,0,0,0,0.9988589,0.9988589,0.9988589,0,0.9988589,0.9988589,0,0,0.9988589
12384,"A",4,101,41010,NA,0,1,14,14,9,22,1,0,1,26,5,0,-0.41365904,0.22465515,6,18,0,0,-0.36455795,1,0.6383142,0.049101084,0.58921313,1,0.19028439,0.19028439,0.19028439,0.19028439,0.19028439,5,1,26,-0.41365904,5,26,-0.41365904,0,0,0,0,0,0,0,0,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589
202,"A",3,101,31010,NA,0,0,13,9,14,22,1,0,0,33,18.5,0,0.49712238,0.7398778,16,32,0,0,1.7715884,0,0.24275544,1.274466,-1.0317106,1,-0.15831733,0,0,0,-0.15831733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93477833,0,0,0,0,0,0,0,0.93477833
206,"A",3,101,31010,NA,0,0,27,24,18,12,1,0,0,33,27.5,0,1.5895219,1.0433222,26,27,0,0,2.0750327,0,-0.5461997,0.48551083,-1.0317105,0,-0.15831733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93477833,0,0,0,0,0,0,0,0
195,"A",3,101,31010,NA,0,0,27,NA,24,NA,1,1,0,33,31.5,0,1.9536551,NA,44,40,0,0,3.9563875,0,NA,2.0027323,NA,0,-0.15831733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93477833,0,0,0,0,0,0,0,0
12369,"A",4,101,41010,NA,0,1,10,16,0,30,1,0,1,26,1,0,-1.0519732,0.71566606,13,3,0,0,-0.75736666,1,1.7676393,0.29460657,1.4730327,1,0.19028439,0.19028439,0.19028439,0.19028439,0.19028439,1,1,26,-1.0519732,1,26,-1.0519732,0,0,0,0,0,0,0,0,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589,0.9988589
12339,"A",4,101,41010,NA,0,0,40,27,37,37,1,0,1,26,25,0,2.2378,1.5994858,25,20,0,0,0.666565,1,-0.6383141,-1.571235,0.93292075,0,0.19028439,0.19028439,0,0.19028439,0,25,0,26,2.2378,25,26,2.2378,0,0,0,0,0,0,0,0,0.9988589,0.9988589,0.9988589,0,0,0,0,0,0
12346,"A",4,101,41010,NA,0,0,39,35,36,47,1,0,1,26,24,0,2.1395977,2.4833055,39,41,0,0,2.3851032,1,0.3437078,0.24550557,0.09820223,0,0.19028439,0.19028439,0,0.19028439,0,24,0,26,2.1395977,24,26,2.1395977,0,0,0,0,0,0,0,0,0.9988589,0.9988589,0.9988589,0,0,0,0,0,0
10343,"A",4,103,41030,NA,0,1,18,30,8,39,0,0,1,30,16,0,-0.26635575,1.8449912,25,29,1,1,1.1084749,1,2.111347,1.3748306,0.73651636,1,-0.6436589,-0.6436589,-0.6436589,-0.6436589,-0.6436589,16,1,30,-0.26635575,16,30,-0.26635575,0,0,0,0,0,0,0,0,0.7487021,0.7487021,0.7487021,0.7487021,0.7487021,0.7487021,0.7487021,0.7487021,0.7487021
10352,"A",4,103,41030,NA,0,1,6,28,2,22,0,0,1,30,3,0,-1.1501755,0.91207045,37,15,1,1,1.0102726,1,2.0622458,2.160448,-0.09820217,1,-0.6436589,-0.6436589,-0.6436589,-0.6436589,-0.6436589,3,1,30,-1.1501755,3,30,-1.1501755,0,0,0,0,0,0,0,0,0.7487021,0.7487021,0.7487021,0.7487021,0.7487021,0.7487021,0.7487021,0.7487021,0.7487021
10330,"A",4,103,41030,NA,0,1,15,31,4,36,0,0,1,30,10.5,0,-0.61006343,1.746789,24,23,1,1,0.76476717,1,2.3568525,1.3748306,0.9820218,1,-0.6436589,-0.6436589,-0.6436589,-0.6436589,-0.6436589,10.5,1,30,-0.61006343,10.5,30,-0.61006343,0,0,0,0,0,0,0,0,0.7487021,0.7487021,0.7487021,0.7487021,0.7487021,0.7487021,0.7487021,0.7487021,0.7487021
5924,"A",3,103,31030,NA,0,0,21,19,9,9,0,0,0,23,16,0,0.67918897,0.55781126,5,0,0,0,-0.83803254,0,-0.12137771,-1.5172215,1.3958437,1,0.00554261,0,0,0,0.00554261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9976795,0,0,0,0,0,0,0,0.9976795
10311,"A",4,103,41030,NA,0,0,16,37,13,46,0,0,1,30,18,0,-0.11905249,2.5324066,25,22,1,1,0.76476717,1,2.651459,0.88381964,1.7676394,1,-0.6436589,-0.6436589,0,-0.6436589,-0.6436589,18,1,30,-0.11905249,18,30,-0.11905249,0,0,0,0,0,0,0,0,0.7487021,0.7487021,0.7487021,0,0.7487021,0.7487021,0,0,0.7487021
8467,"A",3,103,31030,NA,0,0,24,10,4,4,0,0,0,23,14,0,0.55781126,-0.2918328,NA,NA,0,0,NA,0,-0.84964406,NA,NA,1,0.00554261,0,0,0,0.00554261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9976795,0,0,0,0,0,0,0,0.9976795
10334,"A",4,103,41030,NA,0,1,20,36,11,48,0,0,1,30,21.5,0,-0.020850306,2.5815074,33,41,1,1,2.0904965,1,2.6023579,2.111347,0.4910109,0,-0.6436589,-0.6436589,-0.6436589,-0.6436589,0,21.5,0,30,-0.020850306,21.5,30,-0.020850306,0,0,0,0,0,0,0,0,0.7487021,0.7487021,0.7487021,0.7487021,0,0,0.7487021,0.7487021,0
16335,"A",4,103,41030,NA,0,1,15,35,0,45,0,0,1,30,6,0,-0.8064678,2.3851032,36,28,1,1,1.5994858,1,3.191571,2.4059534,0.7856175,1,-0.6436589,-0.6436589,-0.6436589,-0.6436589,-0.6436589,6,1,30,-0.8064678,6,30,-0.8064678,0,0,0,0,0,0,0,0,0.7487021,0.7487021,0.7487021,0.7487021,0.7487021,0.7487021,0.7487021,0.7487021,0.7487021
10326,"A",4,103,41030,NA,0,1,17,21,5,23,0,0,1,30,13,0,-0.46276012,0.6174639,NA,NA,1,1,NA,1,1.080224,NA,NA,1,-0.6436589,-0.6436589,-0.6436589,-0.6436589,-0.6436589,13,1,30,-0.46276012,13,30,-0.46276012,0,0,0,0,0,0,0,0,0.7487021,0.7487021,0.7487021,0.7487021,0.7487021,0.7487021,0.7487021,0.7487021,0.7487021
10306,"A",4,103,41030,NA,0,0,39,32,26,47,0,0,1,30,29.5,0,1.6485869,2.336002,48,37,1,1,2.6306086,1,0.68741524,0.9820217,-0.29460645,0,-0.6436589,-0.6436589,0,-0.6436589,0,29.5,0,30,1.6485869,29.5,30,1.6485869,0,0,0,0,0,0,0,0,0.7487021,0.7487021,0.7487021,0,0,0,0,0,0
5903,"A",3,103,31030,NA,0,0,7,4,0,2,0,0,0,23,4,0,-0.71665484,-0.7773437,16,8,0,0,0.31505582,0,-0.060688853,1.0317106,-1.0923995,1,0.00554261,0,0,0,0.00554261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9976795,0,0,0,0,0,0,0,0.9976795
10350,"A",4,103,41030,NA,0,1,15,34,3,39,0,0,1,30,9,0,-0.6591645,2.0413957,30,29,1,1,1.3539803,1,2.70056,2.0131447,0.68741536,1,-0.6436589,-0.6436589,-0.6436589,-0.6436589,-0.6436589,9,1,30,-0.6591645,9,30,-0.6591645,0,0,0,0,0,0,0,0,0.7487021,0.7487021,0.7487021,0.7487021,0.7487021,0.7487021,0.7487021,0.7487021,0.7487021
5927,"A",3,103,31030,NA,0,0,0,2,0,0,0,0,0,23,1.5,0,-1.1414769,-1.0200992,31,39,0,0,3.1067433,0,0.12137771,4.2482204,-4.1268425,1,0.00554261,0,0,0,0.00554261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9976795,0,0,0,0,0,0,0,0.9976795
10339,"A",4,103,41030,NA,0,1,16,21,0,31,0,0,1,30,7.5,0,-0.75736666,1.0102726,24,20,1,1,0.6174639,1,1.7676393,1.3748305,0.39280874,1,-0.6436589,-0.6436589,-0.6436589,-0.6436589,-0.6436589,7.5,1,30,-0.75736666,7.5,30,-0.75736666,0,0,0,0,0,0,0,0,0.7487021,0.7487021,0.7487021,0.7487021,0.7487021,0.7487021,0.7487021,0.7487021,0.7487021
10325,"A",4,103,41030,NA,0,1,22,32,20,43,0,0,1,30,27,0,0.5192617,2.1395977,43,40,1,1,2.5324066,1,1.6203359,2.013145,-0.3928089,0,-0.6436589,-0.6436589,-0.6436589,-0.6436589,0,27,0,30,0.5192617,27,30,0.5192617,0,0,0,0,0,0,0,0,0.7487021,0.7487021,0.7487021,0.7487021,0,0,0.7487021,0.7487021,0
